/dummy/Carol	/dummy/married_to	/dummy/France
/dummy/Japan	/dummy/lives_in	/dummy/Alice
/dummy/Alice	/dummy/born_in	/dummy/Dave
/dummy/France	/dummy/lives_in	/dummy/Bob
/dummy/Japan	/dummy/lives_in	/dummy/Frank
/dummy/Eve	/dummy/married_to	/dummy/Australia
/dummy/Brazil	/dummy/married_to	/dummy/Australia
/dummy/Eve	/dummy/married_to	/dummy/Eve
/dummy/Dave	/dummy/lives_in	/dummy/Dave
/dummy/France	/dummy/married_to	/dummy/Carol
/dummy/Australia	/dummy/born_in	/dummy/Frank
/dummy/Brazil	/dummy/born_in	/dummy/Eve
/dummy/Frank	/dummy/married_to	/dummy/Bob
/dummy/Alice	/dummy/lives_in	/dummy/Frank
/dummy/France	/dummy/born_in	/dummy/Bob
/dummy/Eve	/dummy/lives_in	/dummy/Australia
/dummy/Dave	/dummy/married_to	/dummy/Dave
/dummy/France	/dummy/born_in	/dummy/Bob
/dummy/Japan	/dummy/born_in	/dummy/Carol
/dummy/Alice	/dummy/born_in	/dummy/Alice
/dummy/Australia	/dummy/lives_in	/dummy/Eve
/dummy/Brazil	/dummy/married_to	/dummy/Bob
/dummy/Dave	/dummy/lives_in	/dummy/Dave
/dummy/Alice	/dummy/born_in	/dummy/Japan
/dummy/Carol	/dummy/lives_in	/dummy/Brazil
/dummy/Dave	/dummy/born_in	/dummy/Dave
/dummy/Dave	/dummy/born_in	/dummy/Frank
/dummy/Dave	/dummy/lives_in	/dummy/France
/dummy/Australia	/dummy/born_in	/dummy/Japan
/dummy/France	/dummy/married_to	/dummy/Eve
/dummy/Brazil	/dummy/born_in	/dummy/France
/dummy/Eve	/dummy/married_to	/dummy/Eve
/dummy/Brazil	/dummy/married_to	/dummy/Eve
/dummy/Alice	/dummy/married_to	/dummy/Carol
/dummy/Bob	/dummy/born_in	/dummy/France
/dummy/Frank	/dummy/married_to	/dummy/Dave
/dummy/Australia	/dummy/born_in	/dummy/Eve
/dummy/Australia	/dummy/born_in	/dummy/Eve
/dummy/Dave	/dummy/married_to	/dummy/Alice
/dummy/Eve	/dummy/married_to	/dummy/Dave
/dummy/France	/dummy/lives_in	/dummy/Frank
/dummy/Japan	/dummy/lives_in	/dummy/Eve
/dummy/Japan	/dummy/born_in	/dummy/Brazil
/dummy/Alice	/dummy/lives_in	/dummy/Frank
/dummy/Japan	/dummy/lives_in	/dummy/Carol
/dummy/Carol	/dummy/born_in	/dummy/Dave
/dummy/Bob	/dummy/married_to	/dummy/France
/dummy/Brazil	/dummy/married_to	/dummy/France
/dummy/Eve	/dummy/married_to	/dummy/Alice
/dummy/Carol	/dummy/married_to	/dummy/Carol
/dummy/Carol	/dummy/married_to	/dummy/Brazil
/dummy/Australia	/dummy/married_to	/dummy/Alice
/dummy/Bob	/dummy/born_in	/dummy/France
/dummy/Australia	/dummy/lives_in	/dummy/France
/dummy/Alice	/dummy/married_to	/dummy/Australia
/dummy/Australia	/dummy/lives_in	/dummy/Frank
/dummy/Eve	/dummy/born_in	/dummy/Frank
/dummy/Frank	/dummy/born_in	/dummy/Brazil
/dummy/Australia	/dummy/married_to	/dummy/Eve
/dummy/Australia	/dummy/born_in	/dummy/Japan
/dummy/Bob	/dummy/born_in	/dummy/Japan
/dummy/Australia	/dummy/married_to	/dummy/Brazil
