/dummy/Alice	/dummy/born_in	/dummy/Australia	/dummy/Alice	/dummy/born_in	/dummy/Eve
/dummy/Alice	/dummy/married_to	/dummy/Bob	/dummy/Alice	/dummy/born_in	/dummy/Bob
/dummy/Alice	/dummy/lives_in	/dummy/Australia	/dummy/Alice	/dummy/married_to	/dummy/Australia
/dummy/Bob	/dummy/born_in	/dummy/Australia	/dummy/Japan	/dummy/born_in	/dummy/Australia
/dummy/Bob	/dummy/married_to	/dummy/Alice	/dummy/Brazil	/dummy/married_to	/dummy/Alice
/dummy/Bob	/dummy/lives_in	/dummy/Australia	/dummy/Eve	/dummy/lives_in	/dummy/Australia
/dummy/Carol	/dummy/born_in	/dummy/Japan	/dummy/Australia	/dummy/born_in	/dummy/Japan
/dummy/Carol	/dummy/married_to	/dummy/Dave	/dummy/Eve	/dummy/married_to	/dummy/Dave
/dummy/Carol	/dummy/lives_in	/dummy/Australia	/dummy/Eve	/dummy/lives_in	/dummy/Australia
/dummy/Dave	/dummy/born_in	/dummy/Brazil	/dummy/Dave	/dummy/born_in	/dummy/Carol
/dummy/Dave	/dummy/married_to	/dummy/Carol	/dummy/Dave	/dummy/born_in	/dummy/Carol
/dummy/Dave	/dummy/lives_in	/dummy/Japan	/dummy/Dave	/dummy/lives_in	/dummy/Brazil
/dummy/Eve	/dummy/born_in	/dummy/France	/dummy/Eve	/dummy/lives_in	/dummy/France
/dummy/Eve	/dummy/married_to	/dummy/Frank	/dummy/Eve	/dummy/lives_in	/dummy/Frank
/dummy/Eve	/dummy/lives_in	/dummy/Brazil	/dummy/Eve	/dummy/lives_in	/dummy/France
/dummy/Frank	/dummy/born_in	/dummy/Australia	/dummy/Frank	/dummy/born_in	/dummy/Bob
/dummy/Frank	/dummy/married_to	/dummy/Eve	/dummy/Frank	/dummy/born_in	/dummy/Eve
/dummy/Frank	/dummy/lives_in	/dummy/France	/dummy/Frank	/dummy/married_to	/dummy/France
